UPC,Name,Brand_ID,Details,Store_ID,Sub_Dept_ID,Price,MSRP,Quantity
702067099,"Paper 8"" by 11"" Porcelain",13,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,280,6,42.99,60.99,6
19525655908,"Paper 8"" by 12"" Porcelain",13,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,280,6,20.99,29.99,7
32154594574,"Paper 8"" by 13"" Porcelain",13,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,280,6,29.99,29.99,2
84502886475,"Staples Paper 8"" by 11"" Almond",11,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,280,6,62.99,62.99,10
3966869303,"Staples Paper 8"" by 12"" Almond",11,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,280,6,37.99,37.99,5
65945288030,"Staples Paper 8"" by 13"" Almond",11,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,280,6,37.99,63.99,4
41219685304,"Staples Paper 8"" by 11"" Porcelain",11,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,280,6,42.99,60.99,3
56425985953,"Staples Paper 8"" by 12"" Porcelain",11,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,280,6,20.99,29.99,1
64778070969,"Staples Paper 8"" by 13"" Porcelain",11,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,280,6,29.99,29.99,7
24416885095,"International Paper 8"" by 11"" Almond",12,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,280,6,62.99,62.99,8
74408943918,"International Paper 8"" by 12"" Almond",12,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,280,6,37.99,37.99,4
19425301236,"International Paper 8"" by 13"" Almond",12,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,37.99,63.99,3
39855431690,"International Paper 8"" by 11"" Porcelain",12,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,42.99,60.99,6
95171710570,"International Paper 8"" by 12"" Porcelain",12,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,20.99,29.99,2
3406090347,"International Paper 8"" by 13"" Porcelain",12,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,29.99,29.99,6
66496872433,"Paper 8"" by 11"" Neon Pink",13,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,62.99,62.99,7
63567961333,"Paper 8"" by 12"" Neon Pink",13,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,37.99,37.99,2
92939193452,"Paper 8"" by 13"" Neon Pink",13,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,37.99,63.99,10
30510996258,"Paper 8"" by 11"" Neon Green",13,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,42.99,60.99,5
85933395281,"Paper 8"" by 12"" Neon Green",13,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,20.99,29.99,4
65896426217,"Paper 8"" by 13"" Neon Green",13,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,29.99,29.99,3
61941503499,"Staples Paper 8"" by 11"" Neon Pink",11,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,62.99,62.99,1
24241901477,"Staples Paper 8"" by 12"" Neon Pink",11,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,37.99,37.99,7
78012329079,"Staples Paper 8"" by 13"" Neon Pink",11,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,37.99,63.99,8
85785515249,"Staples Paper 8"" by 11"" Neon Green",11,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,42.99,60.99,4
52077013233,"Staples Paper 8"" by 12"" Neon Green",11,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,20.99,29.99,3
6081180014,"Staples Paper 8"" by 13"" Neon Green",11,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,29.99,29.99,6
52115131416,"International Paper 8"" by 11"" Neon Pink",12,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,62.99,62.99,2
92823490037,"International Paper 8"" by 12"" Neon Pink",12,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,37.99,37.99,6
94043983012,"International Paper 8"" by 13"" Neon Pink",12,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,20.99,29.99,7
77570535519,"International Paper 8"" by 11"" Neon Green",12,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,29.99,29.99,2
4219041141,"International Paper 8"" by 12"" Neon Green",12,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,62.99,62.99,8
28317065245,"International Paper 8"" by 13"" Neon Green",12,Keep a carton of this Staples 8.5 x 11-inch multipurpose paper in your supply closet for everyday printing needs.,1703,6,37.99,37.99,4
88960274311,Dell Computer Cool Blue,14,Collaborate effectively when working on a wide range of tasks,433,10,399.99,399.99,1
84771008188,Dell Computer Cool Purple,14,Collaborate effectively when working on a wide range of tasks,433,10,529.99,799.99,2
90310318515,HP Computer Cool Blue,0,Collaborate effectively when working on a wide range of tasks,433,10,669.99,669.99,3
50825379320,HP Computer Cool Purple,0,Collaborate effectively when working on a wide range of tasks,433,10,528.99,599.99,1
54003467826,Asus Computer Cool Blue,16,Collaborate effectively when working on a wide range of tasks,433,10,531.99,599.99,2
87787333654,Asus Computer Cool Purple,16,Collaborate effectively when working on a wide range of tasks,433,10,303.99,349.99,3
15010239110,Acer Computer Cool Blue,17,Collaborate effectively when working on a wide range of tasks,433,10,751.99,799.99,1
46276113598,Acer Computer Cool Purple,17,Collaborate effectively when working on a wide range of tasks,433,10,787.99,799.99,2
8158992737,Toshiba Computer Cool Blue,18,Collaborate effectively when working on a wide range of tasks,433,10,615.99,699.99,4
3052436160,Toshiba Computer Cool Purple,18,Collaborate effectively when working on a wide range of tasks,433,10,799.99,799.99,1
88320617897,Lenovo Computer Cool Blue,21,Collaborate effectively when working on a wide range of tasks,433,10,299.99,299.99,2
12890862355,Lenovo Computer Cool Purple,21,"Check your email, browse the internet, and work on a host of other important tasks",433,10,699.99,699.99,1
46231875762,Apple Computer Cool Blue,15,"Check your email, browse the internet, and work on a host of other important tasks",433,10,349.99,399.99,2
44972519292,Apple Computer Cool Purple,15,"Check your email, browse the internet, and work on a host of other important tasks",433,10,399.99,399.99,4
94605729403,Samsung Computer Cool Blue,19,"Check your email, browse the internet, and work on a host of other important tasks",433,10,529.99,799.99,2
2652624343,Samsung Computer Cool Purple,19,"Check your email, browse the internet, and work on a host of other important tasks",433,10,669.99,669.99,2
90823063878,Google Computer Cool Blue,20,"Check your email, browse the internet, and work on a host of other important tasks",433,10,528.99,599.99,1
49629396321,Google Computer Cool Purple,20,"Check your email, browse the internet, and work on a host of other important tasks",433,10,531.99,599.99,3
24965848450,Dell Computer Silver,14,"Check your email, browse the internet, and work on a host of other important tasks",433,10,303.99,349.99,4
33963950277,Dell Computer White,14,"Check your email, browse the internet, and work on a host of other important tasks",433,10,751.99,799.99,2
45860944328,HP Computer Silver,0,"Check your email, browse the internet, and work on a host of other important tasks",433,10,787.99,799.99,1
87200064672,HP Computer White,0,"Check your email, browse the internet, and work on a host of other important tasks",433,10,615.99,699.99,1
3952997523,Asus Computer Silver,16,"Check your email, browse the internet, and work on a host of other important tasks",433,10,799.99,799.99,2
27896464248,Asus Computer White,16,"Check your email, browse the internet, and work on a host of other important tasks",433,10,299.99,299.99,3
98298949230,Acer Computer Silver,17,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,699.99,699.99,1
58590953121,Acer Computer White,17,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,349.99,399.99,2
35993301217,Toshiba Computer Silver,18,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,399.99,399.99,3
70190102664,Toshiba Computer White,18,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,529.99,799.99,1
50649090218,Lenovo Computer Silver,21,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,669.99,669.99,2
889704114,Lenovo Computer White,21,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,528.99,599.99,4
25584909604,Apple Computer Silver,15,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,531.99,599.99,1
8680267703,Apple Computer White,15,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,303.99,349.99,2
84544384578,Samsung Computer Silver,19,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,751.99,799.99,1
39719901143,Samsung Computer White,19,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,787.99,799.99,2
58259350728,Google Computer Silver,20,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,615.99,699.99,4
33332314346,Google Computer White,20,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,799.99,799.99,2
95222715845,Dell Computer Black,14,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,299.99,299.99,2
22052131864,Dell Computer Midnight,14,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",797,10,699.99,699.99,1
80717066520,HP Computer Black,0,Collaborate effectively when working on a wide range of tasks,797,10,349.99,399.99,3
68009343071,HP Computer Midnight,0,Collaborate effectively when working on a wide range of tasks,797,10,399.99,399.99,4
2037321843,Asus Computer Black,16,Collaborate effectively when working on a wide range of tasks,797,10,529.99,799.99,2
6185205951,Asus Computer Midnight,16,Collaborate effectively when working on a wide range of tasks,797,10,669.99,669.99,1
14951726723,Acer Computer Black,17,Collaborate effectively when working on a wide range of tasks,797,10,528.99,599.99,1
71877222837,Acer Computer Midnight,17,Collaborate effectively when working on a wide range of tasks,797,10,531.99,599.99,2
71875531078,Toshiba Computer Black,18,Collaborate effectively when working on a wide range of tasks,797,10,303.99,349.99,3
34953074275,Toshiba Computer Midnight,18,Collaborate effectively when working on a wide range of tasks,797,10,751.99,799.99,1
